Date,Description,Amount
2024-09-03,Streaming Service,-72.52
2024-10-04,Gym,-355.97
2024-08-24,Pharmacy,222.38
2024-03-17,Grocery,412.77
2024-08-17,Streaming Service,-231.36
2024-02-10,Grocery,165.84
2024-04-26,Online Store,133.3
2024-11-21,Gym,-157.88
2024-08-05,Coffee Shop,150.37
2024-08-19,RideShare,267.1
2024-01-29,Restaurant,-160.34
2024-07-01,Utilities,-439.1
2024-03-05,RideShare,136.03
2024-03-05,Coffee Shop,315.81
2024-08-17,Grocery,-336.78
2024-05-10,Grocery,470.96
2024-06-18,Gym,408.24
2024-09-23,Utilities,200.36
2024-04-24,Utilities,392.37
2024-08-22,Grocery,-396.0
2024-09-01,Streaming Service,454.34
2024-07-03,Utilities,284.34
2024-05-26,Pharmacy,-39.77
2024-09-27,Pharmacy,486.49
2024-06-24,Pharmacy,-202.98
2024-05-22,Streaming Service,397.78
2024-12-09,Pharmacy,-271.74
2024-04-05,Coffee Shop,-429.45
2024-12-19,Coffee Shop,102.29
2024-06-29,Streaming Service,189.47
2024-01-15,Grocery,-76.76
2024-03-23,Online Store,-238.23
2024-06-09,Utilities,177.49
2024-05-22,Coffee Shop,-468.23
2024-07-30,Grocery,94.64
2024-04-15,Grocery,444.05
2024-01-25,Online Store,-255.06
2024-09-18,Grocery,-258.68
2024-09-15,RideShare,259.21
2024-03-14,Streaming Service,-144.15
2024-10-08,Utilities,391.09
2024-10-07,"Fuel, Special",173.66
2024-02-29,Gym,-293.29
2024-05-23,Online Store,-41.62
2024-03-07,RideShare,11.49
2024-08-23,Fuel,426.0
2024-07-06,Utilities,120.99
2024-08-24,Utilities,-204.18
2024-09-10,Gym,111.61
2024-07-08,"Gym, Special",-157.4
2024-11-28,Online Store,-113.28
2024-10-15,Fuel,-199.64
2024-07-05,Restaurant,59.15
2024-11-15,Gym,189.68
2024-03-08,Gym,433.03
2024-08-20,Streaming Service,0.62
2024-02-08,Pharmacy,-403.72
2024-02-04,Utilities,-315.03
2024-06-02,Gym,210.53
2024-06-12,Coffee Shop,-295.49
2024-12-06,Coffee Shop,-114.28
2024-11-14,Restaurant,-474.28
2024-10-07,Coffee Shop,-443.32
2024-07-04,Online Store,437.19
2024-03-27,Restaurant,-214.27
2024-12-25,Coffee Shop,498.67
2024-08-11,Online Store,335.5
2024-01-12,Utilities,-323.97
2024-02-15,Streaming Service,-138.3
2024-12-03,Coffee Shop,71.67
2024-10-25,Utilities,-473.09
2024-09-01,Utilities,-411.46
2024-12-01,Online Store,-175.08
2024-07-27,Grocery,400.04
2024-02-14,Fuel,-197.4
2024-04-29,Restaurant,210.05
2024-08-30,Fuel,100.83
2024-12-17,Utilities,-324.1
2024-08-24,Pharmacy,-412.82
2024-09-09,Online Store,-371.58
2024-02-29,"Coffee Shop, Special",-334.58
2024-02-14,Online Store,493.93
2024-01-21,Fuel,359.3
2024-10-13,Grocery,25.64
2024-11-04,Grocery,144.72
2024-12-30,Fuel,177.43
2024-06-03,Gym,-382.98
2024-10-20,Fuel,368.86
2024-01-19,Streaming Service,170.7
2024-04-08,Gym,61.59
2024-12-22,Online Store,459.1
2024-04-29,Pharmacy,126.04
2024-09-07,Grocery,473.8
2024-12-30,Fuel,-414.92
2024-12-01,Online Store,401.91
2024-02-17,Utilities,6.18
2024-09-02,"Restaurant, Special",313.14
2024-01-16,Fuel,-294.06
2024-03-22,Grocery,486.1
2024-05-19,Restaurant,-70.14
2024-09-09,Fuel,19.24
2024-07-19,Gym,215.56
2024-08-20,Gym,-346.5
2024-12-28,RideShare,-424.76
2024-07-12,Online Store,-473.9
2024-04-10,RideShare,3.83
2024-02-09,Fuel,352.78
2024-01-29,Gym,190.03
2024-08-13,Grocery,259.69
2024-10-20,Utilities,271.49
2024-01-31,Pharmacy,-38.34
2024-01-07,Gym,-219.06
2024-11-01,Pharmacy,104.6
2024-03-11,Online Store,-38.79
2024-01-15,RideShare,181.19
2024-09-24,Grocery,80.0
2024-02-03,Restaurant,59.43
2024-04-11,Online Store,-201.76
2024-01-16,Pharmacy,34.52
2024-09-08,Restaurant,195.84
2024-12-21,Streaming Service,123.05
2024-11-29,Coffee Shop,-164.95
2024-01-03,Utilities,-357.86
2024-06-15,Streaming Service,-358.63
2024-07-10,Streaming Service,242.69
2024-07-01,Gym,-387.43
2024-11-13,Fuel,454.82
2024-01-13,Online Store,19.38
2024-03-25,Online Store,42.66
2024-04-15,Streaming Service,-304.55
2024-10-15,Online Store,-259.48
2024-01-09,Grocery,-264.61
2024-05-10,RideShare,-188.8
2024-08-03,Restaurant,238.05
2024-12-30,Restaurant,-269.11
2024-02-15,"Coffee Shop, Special",-272.02
2024-08-22,Gym,-331.34
2024-08-14,RideShare,-378.17
2024-07-02,Streaming Service,12.87
2024-02-26,Restaurant,-420.53
2024-08-12,Coffee Shop,206.73
2024-12-30,Online Store,391.63
2024-02-07,Pharmacy,-381.74
2024-06-06,Pharmacy,359.75
2024-07-11,Fuel,107.57
2024-07-23,Grocery,-158.3
2024-12-29,Restaurant,-149.37
2024-05-12,Coffee Shop,0.78
2024-05-06,Pharmacy,-244.51
2024-04-28,RideShare,488.64
2024-01-14,Online Store,299.3
2024-05-19,Gym,-162.04
2024-10-17,Gym,287.93
2024-01-15,Grocery,-493.05
2024-02-14,Fuel,-86.34
2024-03-11,Coffee Shop,-350.16
2024-04-22,Streaming Service,87.04
2024-05-16,Coffee Shop,151.63
2024-08-15,Online Store,30.38
2024-09-30,Gym,374.75
2024-10-24,Gym,130.98
2024-01-11,Utilities,-470.62
2024-11-05,Utilities,182.97
2024-07-03,Grocery,-430.37
2024-07-29,Restaurant,253.62
2024-01-10,Online Store,27.69
2024-05-08,Streaming Service,371.61
2024-08-30,"RideShare, Special",191.03
2024-03-29,RideShare,-169.28
2024-12-04,Utilities,209.82
2024-06-05,Coffee Shop,-144.6
2024-05-25,Utilities,-72.25
2024-06-17,Restaurant,-415.46
2024-12-22,RideShare,198.16
2024-06-30,Pharmacy,-157.21
2024-09-13,Grocery,-387.75
2024-02-04,RideShare,-193.97
2024-10-23,Restaurant,-181.08
2024-04-04,Online Store,-382.46
2024-07-28,Online Store,323.31
2024-08-04,Restaurant,14.39
2024-09-06,Fuel,183.52
2024-01-24,Grocery,-487.24
2024-10-11,Fuel,212.1
2024-05-25,Gym,452.04
2024-05-02,Grocery,373.96
2024-10-16,Restaurant,-410.14
2024-05-27,Coffee Shop,391.03
2024-05-05,Gym,273.87
2024-10-04,Online Store,-16.61
2024-12-11,Streaming Service,212.94
2024-07-26,RideShare,54.8
2024-12-03,"Online Store, Special",-361.48
2024-06-15,Pharmacy,-43.66
2024-12-30,RideShare,-417.21
2024-09-22,Streaming Service,228.76
2024-02-03,Streaming Service,460.13
2024-01-20,Streaming Service,-222.4
2024-01-02,RideShare,-379.18
2024-08-01,Fuel,433.02
2024-05-11,Restaurant,149.64
2024-02-22,Utilities,-258.88
2024-10-22,RideShare,-196.57
2024-06-03,RideShare,231.67
2024-12-09,Streaming Service,357.98
2024-06-21,Coffee Shop,499.99
2024-12-08,RideShare,59.57
2024-09-10,"RideShare, Special",-31.24
2024-10-13,Fuel,-159.36
2024-03-29,Gym,-343.18
2024-11-28,Streaming Service,50.6
2024-03-24,Coffee Shop,71.75
2024-10-26,Grocery,165.84
2024-07-29,Grocery,-69.62
2024-04-14,Streaming Service,328.94
2024-11-27,Gym,-90.13
2024-07-25,Streaming Service,-391.58
2024-01-01,Grocery,493.02
2024-08-29,Grocery,249.26
2024-01-11,"RideShare, Special",-254.03
2024-09-23,Grocery,12.12
2024-08-01,Pharmacy,439.22
2024-04-25,"Coffee Shop, Special",300.55
2024-12-27,Grocery,389.3
2024-09-20,Online Store,-228.68
2024-03-20,Pharmacy,-195.53
2024-08-13,Pharmacy,-324.0
2024-07-28,Gym,-25.23
2024-05-26,Restaurant,-105.03
2024-08-14,Coffee Shop,-104.83
2024-12-12,Restaurant,98.08
2024-03-23,Streaming Service,497.94
2024-05-18,RideShare,-149.98
2024-01-21,Online Store,264.71
2024-03-17,Grocery,474.97
2024-07-22,Utilities,-274.23
2024-04-20,Coffee Shop,-111.06
2024-05-10,Gym,426.41
2024-08-14,Online Store,111.79
2024-01-17,RideShare,320.02
2024-01-21,Pharmacy,-413.46
2024-09-20,Gym,-351.51
2024-08-26,Pharmacy,-131.9
2024-03-05,Gym,-299.89
2024-11-20,Utilities,-475.28
2024-07-02,Online Store,424.15
2024-07-27,Utilities,-305.88
2024-09-09,Pharmacy,492.91
2024-03-07,Coffee Shop,-145.05
2024-07-23,Coffee Shop,270.78
2024-04-28,RideShare,286.52
2024-04-22,RideShare,-313.76
2024-10-23,Online Store,-266.92
2024-04-27,RideShare,233.35
2024-12-31,"Grocery, Special",192.93
2024-06-08,Coffee Shop,-249.02
2024-01-18,Online Store,-488.86
2024-04-11,Online Store,261.66
2024-12-15,Fuel,37.41
2024-09-20,Online Store,-132.87
2024-11-20,Fuel,145.67
2024-10-07,Grocery,-280.88
2024-02-21,Utilities,210.86
2024-11-16,Gym,187.08
2024-02-28,RideShare,71.37
2024-07-16,"Streaming Service, Special",477.24
2024-11-17,Pharmacy,344.15
2024-07-01,Restaurant,332.0
2024-03-14,Fuel,165.69
2024-10-03,Online Store,168.72
2024-08-10,"Restaurant, Special",-293.74
2024-03-15,RideShare,469.72
2024-11-04,Pharmacy,-137.34
2024-04-14,Restaurant,-367.21
2024-10-11,Online Store,72.17
2024-04-23,Utilities,410.18
2024-08-27,Streaming Service,177.72
2024-02-11,"Gym, Special",-335.02
2024-10-31,Streaming Service,81.65
2024-12-11,Pharmacy,297.87
2024-02-11,Grocery,-488.32
2024-08-11,Pharmacy,236.44
2024-09-25,Pharmacy,267.41
2024-07-25,RideShare,-202.34
2024-08-01,RideShare,-202.16
2024-10-17,Utilities,-71.44
2024-03-13,Streaming Service,224.16
2024-02-15,Grocery,-165.05
2024-06-07,Coffee Shop,-118.87
2024-03-19,Fuel,65.98
2024-07-24,Online Store,-58.23
2024-04-15,Utilities,-85.37
2024-11-01,Utilities,-163.18
2024-11-01,"Restaurant, Special",56.33
2024-06-27,Gym,-214.0
2024-07-04,Pharmacy,152.92
2024-04-11,Fuel,13.55
2024-04-21,Grocery,238.33
2024-02-16,Grocery,236.3
2024-08-27,Online Store,-123.96
2024-12-15,Coffee Shop,-109.48
2024-08-24,Online Store,326.83
2024-03-28,Online Store,4.99
2024-05-17,Utilities,479.69
2024-08-06,"Pharmacy, Special",-403.96
2024-03-04,Grocery,-197.64
2024-09-22,Pharmacy,470.19
2024-01-12,RideShare,358.86
2024-03-19,Pharmacy,423.97
2024-08-17,Streaming Service,127.95
2024-04-11,RideShare,114.04
2024-11-18,Restaurant,491.72
2024-01-30,Utilities,99.47
2024-09-10,Fuel,-207.36
2024-12-28,Gym,59.23
2024-01-08,Restaurant,-9.16
2024-05-06,Restaurant,461.37
2024-06-02,Restaurant,292.78
2024-12-18,Online Store,268.11
2024-01-30,Gym,443.38
2024-01-16,Gym,-155.23
2024-02-14,Streaming Service,42.32
2024-06-04,RideShare,93.42
2024-10-03,Streaming Service,-54.94
2024-05-05,Restaurant,106.23
2024-07-25,Streaming Service,-285.68
2024-01-21,Pharmacy,-176.63
2024-03-17,"Online Store, Special",360.57
2024-11-26,Utilities,-110.07
2024-07-20,Utilities,-334.6
2024-04-23,Restaurant,-267.81
2024-05-08,Streaming Service,-170.02
2024-02-27,Coffee Shop,186.03
2024-07-18,Grocery,4.4
2024-02-02,Grocery,-454.99
2024-06-18,Restaurant,-209.26
2024-08-06,Grocery,87.41
2024-01-31,Online Store,-240.44
2024-05-21,RideShare,414.01
2024-03-03,Fuel,-313.74
2024-02-29,"Gym, Special",254.56
2024-10-21,Pharmacy,479.03
2024-10-09,Pharmacy,210.96
2024-12-25,Fuel,402.94
2024-01-23,Grocery,-197.3
2024-06-09,Streaming Service,-285.14
2024-07-09,Coffee Shop,-84.02
2024-12-04,"Pharmacy, Special",314.92
2024-09-20,Gym,-499.68
2024-01-14,Coffee Shop,285.4
2024-09-03,Online Store,-488.44
2024-01-16,Fuel,-205.7
2024-06-30,RideShare,41.98
2024-07-10,Streaming Service,247.67
2024-11-30,Fuel,107.59
2024-10-23,Fuel,-98.83
2024-07-10,Grocery,-163.96
2024-10-21,Fuel,239.7
2024-10-30,Online Store,76.39
2024-09-29,RideShare,-66.9
2024-12-04,RideShare,-492.21
2024-01-06,Restaurant,-352.4
2024-04-14,Coffee Shop,447.73
2024-10-12,"Gym, Special",418.41
2024-12-25,Fuel,-416.27
2024-10-29,Online Store,-359.5
2024-04-09,Restaurant,-336.81
2024-03-10,Grocery,442.01
2024-05-15,Grocery,443.67
2024-04-19,RideShare,-426.96
2024-08-29,RideShare,55.67
2024-07-16,Coffee Shop,-245.11
2024-01-04,Pharmacy,-431.71
2024-04-02,Pharmacy,240.66
2024-01-17,Online Store,494.68
2024-10-30,Gym,-70.67
2024-09-08,Fuel,-382.12
2024-08-08,Grocery,-436.53
2024-02-11,Fuel,-368.24
2024-12-08,Online Store,114.58
2024-11-07,Online Store,-317.89
2024-07-01,Utilities,7.97
2024-09-10,Utilities,-364.34
2024-08-07,Coffee Shop,290.71
2024-12-05,Gym,54.97
2024-12-18,Streaming Service,496.44
2024-02-23,Grocery,203.89
2024-11-20,Fuel,-95.44
2024-10-07,Grocery,-140.69
2024-06-25,Coffee Shop,-359.02
2024-01-26,Online Store,-494.11
2024-03-03,Pharmacy,275.97
2024-12-18,Streaming Service,-246.83
2024-07-27,Grocery,201.47
2024-12-20,Utilities,-397.79
2024-01-20,Streaming Service,-226.82
2024-10-15,Gym,66.04
2024-06-29,Grocery,-488.45
2024-12-14,Gym,411.72
2024-01-18,Pharmacy,192.31
2024-08-21,Restaurant,-67.8
2024-10-12,Online Store,137.68
2024-06-27,Utilities,-12.89
2024-03-13,Utilities,-421.83
2024-03-14,Utilities,-209.64
2024-07-02,RideShare,496.81
2024-08-14,Pharmacy,347.97
2024-12-11,Streaming Service,-93.76
2024-07-18,Utilities,100.57
2024-06-25,"Online Store, Special",-109.25
2024-05-26,RideShare,480.41
2024-07-24,Fuel,-206.51
2024-12-30,Pharmacy,-179.83
2024-01-08,Coffee Shop,461.93
2024-07-17,Coffee Shop,-54.01
2024-07-17,Fuel,-109.77
2024-03-11,Streaming Service,-492.12
2024-04-07,Restaurant,-372.53
2024-07-23,Streaming Service,131.33
2024-12-11,Pharmacy,-454.03
2024-07-21,Gym,339.19
2024-09-08,"Restaurant, Special",-437.09
2024-07-05,RideShare,-293.72
2024-03-16,Gym,-320.69
2024-04-13,Gym,327.8
2024-07-18,"Grocery, Special",-178.97
2024-09-24,Utilities,-109.52
2024-02-02,RideShare,-138.03
2024-01-29,Gym,-491.75
2024-07-03,Online Store,267.54
2024-04-06,Fuel,-128.53
2024-07-30,Grocery,460.68
2024-11-15,Online Store,-350.59
2024-03-17,Coffee Shop,211.11
2024-01-04,Utilities,-353.12
2024-10-23,Restaurant,389.11
2024-04-25,Fuel,-222.84
2024-12-23,Fuel,-469.03
2024-10-02,RideShare,-234.76
2024-04-10,RideShare,-18.29
2024-10-05,Coffee Shop,-196.26
2024-03-17,Fuel,-72.92
2024-09-28,Coffee Shop,-282.99
2024-11-14,Utilities,401.2
2024-09-21,Fuel,153.14
2024-01-22,Utilities,361.52
2024-03-24,Pharmacy,-36.84
2024-11-11,Pharmacy,179.28
2024-07-04,Streaming Service,472.4
2024-06-26,Coffee Shop,267.24
2024-06-02,Streaming Service,33.19
2024-04-10,RideShare,-350.91
2024-06-08,Restaurant,-371.74
2024-06-13,Online Store,-432.39
2024-08-26,Streaming Service,257.23
2024-10-10,Grocery,484.9
2024-05-08,Gym,54.02
2024-09-26,Coffee Shop,-28.27
2024-01-04,Restaurant,-27.18
2024-07-13,Pharmacy,32.28
2024-10-03,Streaming Service,-200.77
2024-12-27,Streaming Service,222.96
2024-03-07,Grocery,-186.59
2024-02-06,Online Store,-109.97
2024-07-03,Utilities,-128.58
2024-12-29,Coffee Shop,-404.72
2024-12-01,Grocery,-204.47
2024-02-12,Restaurant,-236.67
2024-01-02,"Fuel, Special",-112.31
2024-05-22,Restaurant,90.88
2024-11-01,Pharmacy,-147.47
2024-08-24,Restaurant,-295.26
2024-02-05,Utilities,350.2
2024-02-19,Fuel,-137.58
2024-04-26,Online Store,285.49
2024-08-18,Coffee Shop,342.0
2024-08-27,Grocery,250.01
2024-04-15,Restaurant,-198.47
2024-11-03,RideShare,211.44
2024-12-24,Gym,216.94
2024-11-16,Fuel,23.49
2024-02-17,RideShare,-446.31
2024-12-29,Coffee Shop,72.69
2024-03-19,RideShare,-282.65
2024-08-11,Online Store,-8.96
2024-05-27,Utilities,452.58
2024-04-17,Online Store,-332.62
2024-04-27,Utilities,56.75
2024-08-12,Grocery,-293.26
2024-03-01,Restaurant,378.38
2024-09-25,Online Store,55.58
2024-06-07,RideShare,358.5
2024-05-10,Grocery,-278.82
2024-07-16,Pharmacy,482.01
2024-06-29,"Pharmacy, Special",172.21
2024-08-18,Pharmacy,-360.75
2024-10-08,Coffee Shop,467.05
2024-12-17,Streaming Service,81.03
2024-04-18,Streaming Service,458.39
2024-03-25,RideShare,-238.41
2024-08-13,Coffee Shop,208.31
2024-04-20,Utilities,350.49
2024-06-02,Gym,498.3
2024-08-08,Utilities,260.49
2024-07-24,Pharmacy,-102.91
2024-05-19,Streaming Service,-268.39
2024-04-03,Online Store,414.15
2024-04-15,Gym,227.0
2024-10-23,Streaming Service,466.59
2024-12-02,Restaurant,298.34
2024-06-28,Fuel,-238.61
2024-03-01,Grocery,249.36
2024-08-27,Streaming Service,-26.16
2024-12-28,Grocery,210.32
2024-04-25,Pharmacy,449.69
2024-02-18,Fuel,226.61
2024-10-23,Gym,238.11
2024-10-09,Gym,-241.99
2024-02-07,Utilities,73.81
2024-04-11,Fuel,353.17
2024-04-09,Pharmacy,-3.46
2024-09-07,Pharmacy,19.67
2024-08-31,RideShare,-290.4
2024-10-13,Pharmacy,333.45
2024-06-07,Fuel,498.42
2024-02-07,Utilities,274.43
2024-10-11,Grocery,152.36
2024-06-01,Coffee Shop,-8.61
2024-03-07,Online Store,106.93
2024-12-13,RideShare,-385.02
2024-01-15,Grocery,-418.0
2024-11-08,Fuel,25.69
2024-01-01,Restaurant,249.38
2024-07-30,Restaurant,-343.72
2024-02-08,Restaurant,103.71
2024-02-14,Grocery,24.57
2024-07-20,Fuel,-115.53
2024-05-08,RideShare,-481.45
2024-11-17,Utilities,-410.44
2024-09-03,Online Store,422.14
2024-07-14,RideShare,72.3
2024-08-24,Online Store,-318.49
2024-01-19,Utilities,-381.83
2024-04-02,Online Store,-67.65
2024-04-24,Coffee Shop,8.92
2024-07-17,Utilities,480.92
2024-05-16,Gym,-31.03
2024-12-06,Gym,182.02
2024-11-12,Online Store,376.44
2024-08-27,Grocery,181.29
2024-06-06,Utilities,465.06
2024-12-12,RideShare,308.37
2024-07-30,Grocery,86.24
2024-09-17,Gym,51.82
2024-10-01,Streaming Service,-437.16
2024-09-25,Gym,-25.72
2024-06-26,Streaming Service,468.23
2024-10-29,Restaurant,448.89
2024-04-09,Pharmacy,383.71
2024-01-27,Coffee Shop,-349.62
2024-07-21,RideShare,385.02
2024-06-28,Utilities,371.88
2024-05-15,Gym,155.82
2024-07-17,Pharmacy,319.26
2024-11-20,Restaurant,244.58
2024-06-27,Gym,309.15
2024-05-02,Restaurant,407.12
2024-06-12,Grocery,-370.29
2024-01-13,Gym,-4.85
2024-11-03,Grocery,-227.11
2024-09-25,Utilities,378.49
2024-11-24,Utilities,377.53
2024-05-01,RideShare,-150.6
2024-10-10,Grocery,-17.96
2024-01-04,Gym,-284.09
2024-09-30,Gym,80.35
2024-04-05,Utilities,-92.92
2024-07-13,Restaurant,24.86
2024-12-22,Restaurant,-470.82
2024-04-23,RideShare,467.59
2024-05-20,Fuel,221.71
2024-07-16,Online Store,489.44
2024-05-11,Grocery,-454.11
2024-03-13,Pharmacy,-269.54
2024-09-29,RideShare,-68.12
2024-04-13,Restaurant,-32.72
2024-11-27,Pharmacy,483.45
2024-07-20,Pharmacy,-252.36
2024-03-10,RideShare,283.79
2024-11-13,RideShare,-164.33
2024-03-16,Grocery,257.91
2024-05-25,Fuel,-411.21
2024-04-01,RideShare,-17.06
2024-09-30,Fuel,96.32
2024-02-28,Pharmacy,17.75
2024-10-30,RideShare,133.85
2024-04-13,Streaming Service,-263.94
2024-01-12,Pharmacy,-248.39
2024-06-13,RideShare,-128.8
2024-12-27,RideShare,-289.63
2024-06-23,Grocery,411.28
2024-12-08,Coffee Shop,-314.27
2024-08-27,Grocery,360.72
2024-08-28,Gym,-29.55
2024-09-03,Fuel,414.3
2024-10-04,Fuel,99.71
2024-05-02,Pharmacy,362.7
2024-10-18,Fuel,-8.02
2024-05-09,Gym,88.25
2024-06-01,Fuel,466.03
2024-05-07,RideShare,0.55
2024-01-05,Gym,5.02
2024-01-06,RideShare,258.49
2024-11-17,Pharmacy,-136.63
2024-01-16,Pharmacy,-4.04
2024-08-20,Streaming Service,37.84
2024-11-26,Restaurant,230.75
2024-09-19,Online Store,-272.0
2024-09-21,Gym,-67.14
2024-06-17,Restaurant,-492.76
2024-05-29,Restaurant,-20.79
2024-09-20,Grocery,-310.86
2024-08-19,Streaming Service,6.05
2024-12-05,Pharmacy,-243.67
2024-02-12,Pharmacy,19.26
2024-11-15,Streaming Service,448.17
2024-05-16,Grocery,158.99
2024-06-10,Utilities,-300.1
2024-04-05,Grocery,387.46
2024-08-11,Grocery,324.85
2024-03-20,Pharmacy,281.24
2024-03-04,Gym,333.41
2024-11-28,Grocery,107.05
2024-11-02,Utilities,-304.17
2024-01-11,Utilities,-334.87
2024-05-05,Gym,-100.45
2024-05-15,Grocery,-470.65
2024-11-01,Utilities,-146.78
2024-01-31,Coffee Shop,-291.52
2024-03-24,Grocery,366.38
2024-11-17,Utilities,-406.58
2024-06-16,"Grocery, Special",-371.98
2024-02-10,Streaming Service,-461.02
2024-12-20,Pharmacy,-373.68
2024-01-29,Restaurant,-375.55
2024-12-20,Grocery,410.05
2024-01-29,Gym,-212.12
2024-08-17,Online Store,-141.08
2024-09-05,Utilities,-295.43
2024-09-26,Coffee Shop,216.69
2024-11-22,Gym,329.87
2024-07-10,Fuel,-13.98
2024-12-13,Online Store,370.34
2024-08-11,Restaurant,86.88
2024-02-20,Streaming Service,370.82
2024-07-05,RideShare,274.01
2024-09-26,Fuel,-161.55
2024-01-22,Online Store,13.3
2024-10-21,Pharmacy,352.39
2024-11-13,Gym,-238.2
2024-09-13,RideShare,175.21
2024-06-22,Grocery,262.21
2024-09-19,Streaming Service,239.45
2024-12-31,Gym,10.42
2024-03-10,Restaurant,211.85
2024-01-22,Online Store,-473.24
2024-07-30,Utilities,-153.33
2024-06-29,Utilities,273.59
2024-04-17,Gym,8.3
2024-02-09,Grocery,211.81
2024-12-05,Coffee Shop,275.96
2024-06-02,RideShare,-47.97
2024-09-11,RideShare,74.42
2024-04-02,Gym,208.04
2024-03-05,Online Store,-351.62
2024-05-27,Utilities,-251.68
2024-11-01,RideShare,-482.97
2024-02-01,Restaurant,392.71
2024-11-03,Restaurant,-189.46
2024-12-18,Pharmacy,-234.85
2024-02-24,Pharmacy,-302.52
2024-10-15,Gym,158.99
2024-09-07,Fuel,-135.99
2024-04-23,Gym,430.13
2024-08-18,Pharmacy,124.07
2024-01-11,Pharmacy,282.24
2024-03-19,RideShare,-17.32
2024-07-03,Online Store,441.91
2024-07-07,Fuel,-298.04
2024-02-22,RideShare,136.97
2024-01-26,Grocery,460.38
2024-06-21,Streaming Service,-210.21
2024-07-01,Utilities,387.73
2024-07-05,Pharmacy,458.22
2024-08-05,Streaming Service,163.56
2024-04-14,Gym,427.79
2024-09-04,Pharmacy,-446.03
2024-11-09,Gym,-198.48
2024-10-24,"Fuel, Special",-82.62
2024-01-27,Restaurant,-26.35
2024-07-08,Gym,59.16
2024-03-22,Fuel,79.09
2024-10-25,Online Store,55.99
2024-01-24,Utilities,-257.43
2024-02-05,"Pharmacy, Special",75.75
2024-09-22,Streaming Service,146.23
2024-01-13,"Fuel, Special",-128.19
2024-10-09,Online Store,-407.17
2024-07-08,Online Store,-338.24
2024-05-25,"Grocery, Special",208.16
2024-12-17,Online Store,440.43
2024-08-09,Online Store,-457.44
2024-01-02,Online Store,136.28
2024-09-22,Coffee Shop,494.28
2024-02-02,Streaming Service,-288.74
2024-06-01,Restaurant,-50.21
2024-02-20,Pharmacy,-67.72
2024-05-07,Restaurant,304.38
2024-01-05,Streaming Service,12.5
2024-02-17,Coffee Shop,242.86
2024-07-26,Pharmacy,-221.91
2024-07-30,Restaurant,-470.01
2024-08-25,Streaming Service,184.22
2024-03-26,RideShare,-65.91
2024-05-02,RideShare,151.2
2024-09-22,Fuel,49.67
2024-08-15,Restaurant,66.48
2024-06-08,Pharmacy,163.75
2024-06-05,Restaurant,109.86
2024-10-18,Utilities,-250.68
2024-06-16,Gym,-96.62
2024-11-30,Coffee Shop,-220.85
2024-03-19,Pharmacy,83.34
2024-01-06,Streaming Service,305.2
2024-05-17,Utilities,-81.7
2024-09-22,Fuel,-378.26
2024-10-02,Coffee Shop,76.54
2024-03-15,Online Store,149.93
2024-11-26,Coffee Shop,60.18
2024-03-11,Coffee Shop,-273.44
2024-04-16,Online Store,58.0
2024-05-18,Grocery,175.49
2024-02-02,Online Store,-8.06
2024-06-03,Streaming Service,-4.23
2024-05-05,Grocery,287.22
2024-06-16,Utilities,300.08
2024-06-15,RideShare,151.73
2024-12-07,Gym,-39.63
2024-07-16,Streaming Service,-445.89
2024-06-29,Gym,234.76
2024-07-21,RideShare,-238.86
2024-05-10,Utilities,468.12
2024-04-24,Coffee Shop,-132.35
2024-02-24,Restaurant,-144.87
2024-05-08,Restaurant,-438.55
2024-03-18,Fuel,10.1
2024-08-14,Restaurant,-400.25
2024-07-07,Coffee Shop,-174.2
2024-11-19,Utilities,471.01
2024-06-26,Grocery,-91.15
2024-11-17,Fuel,-183.4
2024-10-07,"Gym, Special",-412.41
2024-05-14,Online Store,332.96
2024-12-29,Utilities,429.13
2024-08-04,Pharmacy,-295.19
2024-09-07,Utilities,-452.38
2024-05-22,Coffee Shop,47.97
2024-01-01,"Pharmacy, Special",481.7
2024-09-15,Utilities,236.68
2024-09-08,"Grocery, Special",-348.9
2024-11-04,Fuel,-150.43
2024-12-01,Restaurant,266.62
2024-07-04,Utilities,-166.25
2024-03-08,"RideShare, Special",-319.81
2024-11-11,Utilities,457.48
2024-05-28,Online Store,480.11
2024-04-09,Grocery,367.35
2024-11-17,RideShare,396.85
2024-07-06,Fuel,-71.89
2024-01-06,Utilities,397.12
2024-03-12,Fuel,87.67
2024-05-27,Gym,-298.83
2024-08-23,Fuel,-52.99
2024-03-20,Grocery,-417.32
2024-03-05,RideShare,299.85
2024-04-01,Pharmacy,-148.61
2024-01-23,Coffee Shop,-98.29
2024-07-30,Gym,-477.83
2024-03-15,Restaurant,-168.24
2024-03-17,Pharmacy,-361.15
2024-01-28,Online Store,391.65
2024-01-30,Coffee Shop,-185.91
2024-01-04,Grocery,-143.75
2024-12-16,Pharmacy,-458.33
2024-10-23,Grocery,456.93
2024-02-06,Coffee Shop,22.55
2024-07-15,RideShare,98.83
2024-04-02,Online Store,295.74
2024-10-21,Online Store,419.04
2024-01-09,Gym,-218.12
2024-10-25,Gym,370.87
2024-08-02,Gym,-443.93
2024-08-14,Utilities,-354.72
2024-02-25,Streaming Service,-352.09
2024-03-31,Pharmacy,-87.74
2024-09-27,Gym,184.11
2024-02-26,"Utilities, Special",220.74
2024-06-04,Fuel,152.45
2024-02-03,Gym,44.37
2024-01-17,Gym,106.79
